 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
123,66045769,2,2,96,96,48,48,48,0,48,48,48,0,2.907074941,0.060564061,22000000,38100000,66000000,45822,66000000,66000000,0,66000000,66000000,66000000,66000000,0,66000000,66000000,0,0,0,0,48,48,0.030282031,0.030282031,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,48,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,45903,0,45903,45903,66000000,0,66000000,66000000,BENIGN
123,68084126,2,2,96,96,48,48,48,0,48,48,48,0,2.820040607,0.058750846,22700000,39200000,67900000,83812,68000000,68000000,0,68000000,68000000,68000000,68000000,0,68000000,68000000,0,0,0,0,40,40,0.029375423,0.029375423,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,83812,0,83812,83812,67900000,0,67900000,67900000,BENIGN
123,58077104,2,2,96,96,48,48,48,0,48,48,48,0,3.305949966,0.068873958,19400000,33400000,57900000,71717,58000000,58000000,0,58000000,58000000,58000000,58000000,0,58000000,58000000,0,0,0,0,40,40,0.034436979,0.034436979,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,71717,0,71717,71717,57900000,0,57900000,57900000,BENIGN
123,69000209,4,4,192,192,48,48,48,0,48,48,48,0,5.565200534,0.115941678,9857172.714,26100000,69000000,1,69000000,23000000,39800000,69000000,4,69000000,23000000,39800000,69000000,1,0,0,0,0,80,80,0.057970839,0.057970839,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,80,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,66,0,66,66,69000000,0,69000000,69000000,BENIGN
123,112083865,10,10,480,480,48,48,48,0,48,48,48,0,8.565015134,0.178437815,5899150.789,15200000,63900000,83799,112000000,12400000,20800000,64000000,1999928,112000000,12400000,20800000,64000000,1999440,0,0,0,0,220,220,0.089218908,0.089218908,48,48,48,0,0,0,0,0,0,0,0,0,0,1,50.4,48,48,220,0,0,0,0,0,0,10,480,10,480,-1,-1,9,20,4084421.333,4000745.006,8085289,83799,33200000,27500000,63900000,10900000,BENIGN
123,64001355,4,4,192,192,48,48,48,0,48,48,48,0,5.999872971,0.124997354,9143050.714,24200000,64000000,3,64000000,21300000,37000000,64000000,3,64000000,21300000,37000000,64000000,3,0,0,0,0,104,104,0.062498677,0.062498677,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,104,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,74,0,74,74,64000000,0,64000000,64000000,BENIGN
123,112023578,10,10,480,480,48,48,48,0,48,48,48,0,8.569624512,0.178533844,5895977.789,15300000,64000000,23583,112000000,12400000,20800000,64000000,1999868,112000000,12400000,20800000,64000000,1999810,0,0,0,0,236,236,0.089266922,0.089266922,48,48,48,0,0,0,0,0,0,0,0,0,0,1,50.4,48,48,236,0,0,0,0,0,0,10,480,10,480,-1,-1,9,20,4023682,4000016.501,8023738,23705,33300000,27500000,64000000,11000000,BENIGN
123,68068508,2,2,96,96,48,48,48,0,48,48,48,0,2.820687652,0.058764326,22700000,39200000,67900000,68560,68000000,68000000,0,68000000,68000000,68000000,68000000,0,68000000,68000000,0,0,0,0,48,60,0.029382163,0.029382163,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,48,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,68609,0,68609,68609,67900000,0,67900000,67900000,BENIGN
123,69000074,4,4,192,192,48,48,48,0,48,48,48,0,5.565211423,0.115941905,9857153.429,26100000,69000000,3,69000000,23000000,39800000,69000000,3,69000000,23000000,39800000,69000000,3,0,0,0,0,80,80,0.057970952,0.057970952,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,80,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,84,0,84,84,69000000,0,69000000,69000000,BENIGN
123,67022431,2,2,96,96,48,48,48,0,48,48,48,0,2.864712562,0.059681512,22300000,38700000,67000000,22125,67000000,67000000,0,67000000,67000000,67000000,67000000,0,67000000,67000000,0,0,0,0,60,60,0.029840756,0.029840756,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,60,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,22125,0,22125,22125,67000000,0,67000000,67000000,BENIGN
123,69084075,2,2,96,96,48,48,48,0,48,48,48,0,2.779222274,0.057900464,23000000,39700000,68900000,84014,69000000,69000000,0,69000000,69000000,69000000,69000000,0,69000000,69000000,0,0,0,0,68,68,0.028950232,0.028950232,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,68,0,0,0,0,0,0,2,96,2,96,-1,-1,1,28,84043,0,84043,84043,68900000,0,68900000,68900000,BENIGN
123,26066389,2,2,96,96,48,48,48,0,48,48,48,0,7.365807362,0.15345432,8688796.333,14900000,25900000,66871,26000000,26000000,0,26000000,26000000,26000000,26000000,0,26000000,26000000,0,0,0,0,40,40,0.07672716,0.07672716,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,66871,0,66871,66871,25900000,0,25900000,25900000,BENIGN
123,68045878,7,7,336,336,48,48,48,0,48,48,48,0,9.875690045,0.205743543,5234298.308,15900000,58000000,45730,68000000,11300000,22900000,58000000,1999899,68000000,11300000,22900000,58000000,1999825,0,0,0,0,176,176,0.102871771,0.102871771,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51.42857143,48,48,176,0,0,0,0,0,0,7,336,7,336,-1,-1,6,20,10000000,0,10000000,10000000,58000000,0,58000000,58000000,BENIGN
138,64290072,22,0,5170,0,235,235,235,0,0,0,0,0,80.41677104,0.342199026,3061432,14000000,64300000,1,64300000,3061432,14000000,64300000,1,0,0,0,0,0,0,0,0,0,440,0,0.342199026,0,235,235,235,0,0,0,0,0,0,0,0,0,0,0,245.6818182,235,0,440,0,0,0,0,0,0,22,5170,0,0,-1,-1,21,20,16,0,16,16,64300000,0,64300000,64300000,BENIGN
80,117315076,18,15,592,768,296,0,32.88888889,95.72072668,384,0,51.2,135.1164577,11.59271294,0.28129377,3666096.125,4834383.603,10200000,18,117000000,6900886.824,4675194.883,10200000,84,114000000,8176146.071,4075368.2,10200000,414,0,0,0,0,584,488,0.153432965,0.127860805,0,384,40,112.2421624,12598.30303,0,0,0,1,0,0,0,0,0,41.21212121,32.88888889,51.2,584,0,0,0,0,0,0,18,592,15,768,29200,972,2,32,215303.0909,640301.9554,2145885,21830,10200000,66269.78059,10200000,10000000,BENIGN
80,116128688,18,15,874,1492,437,0,48.55555556,141.3174242,746,0,99.46666667,262.4918684,20.37394929,0.284167509,3629021.5,4855787.545,10200000,48,116000000,6831099.294,4788950.881,10300000,66,113000000,8061253.786,4301460.579,10300000,20850,0,0,0,0,584,488,0.155000459,0.12916705,0,746,69.58823529,200.7806156,40312.85561,0,0,0,1,0,0,0,0,0,71.6969697,48.55555556,99.46666667,584,0,0,0,0,0,0,18,874,15,1492,29200,349,2,32,71625.27273,113805.8456,414762,37059,10200000,62637.61332,10200000,10000000,BENIGN
88,747,7,4,458,358,220,0,65.42857143,105.6264758,179,0,89.5,103.3456982,1092369.478,14725.56894,74.7,173.783422,566,1,747,124.5,239.621994,609,1,654,218,371.5252347,647,3,0,0,0,0,164,104,9370.8166,5354.752343,0,220,68,97.93411514,9591.090909,0,0,0,1,0,0,0,0,0,74.18181818,65.42857143,89.5,164,0,0,0,0,0,0,7,458,4,358,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
88,902,9,4,630,2944,300,0,70,130.4223907,1472,0,736,849.8595962,3962305.987,14412.41685,75.16666667,194.1156325,688,1,902,112.75,253.536557,737,1,795,265,413.6532364,742,5,0,0,0,0,204,104,9977.827051,4434.5898,0,1472,255.2857143,526.3339724,277027.4505,0,0,0,1,0,0,0,0,0,274.9230769,70,736,204,0,0,0,0,0,0,9,630,4,2944,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
88,944,7,4,2794,2830,1388,0,399.1428571,675.5233597,1415,0,707.5,816.9506309,5957627.119,11652.54237,94.4,243.6450971,786,1,944,157.3333333,329.1483961,827,1,868,289.3333333,495.0781083,861,3,0,0,0,0,164,104,7415.254237,4237.288136,0,1415,468.6666667,688.9956239,474714.9697,0,0,0,1,0,0,0,0,0,511.2727273,399.1428571,707.5,164,0,0,0,0,0,0,7,2794,4,2830,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
88,568,7,5,470,376,226,0,67.14285714,108.5532566,185,0,75.2,100.2631538,1489436.62,21126.76056,51.63636364,93.73608988,310,0,568,94.66666667,171.6632362,440,2,535,133.75,187.6599318,401,2,0,0,0,0,164,124,12323.94366,8802.816901,0,226,65.07692308,98.18813705,9640.910256,0,0,0,1,0,0,0,0,0,70.5,67.14285714,75.2,164,0,0,0,0,0,0,7,470,5,376,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
88,2662,9,4,642,2944,306,0,71.33333333,133.067652,1472,0,736,849.8595962,1347107.438,4883.546206,221.8333333,556.9776939,1909,1,2662,332.75,672.3336225,1909,1,707,235.6666667,362.9246937,654,5,0,0,0,0,204,104,3380.916604,1502.629602,0,1472,256.1428571,526.4168949,277114.7473,0,0,0,1,0,0,0,0,0,275.8461538,71.33333333,736,204,0,0,0,0,0,0,9,642,4,2944,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
443,65248264,33,24,19269,7145,1440,0,583.9090909,576.528369,1460,0,297.7083333,476.6883477,404.823031,0.87358646,1165147.571,8135030.528,60900000,47,65200000,2039008.25,10800000,60900000,47,4160011,180870.0435,189945.3408,682715,48,0,0,0,0,672,492,0.505760582,0.367825878,0,1460,455.4137931,549.5104691,301961.7556,0,0,0,1,0,0,0,0,0,463.4035088,583.9090909,297.7083333,672,0,0,0,0,0,0,33,19269,24,7145,8192,507,32,20,0,0,0,0,0,0,0,0,BENIGN
80,115254330,16,14,439,796,439,0,27.4375,109.75,796,0,56.85714286,212.7399486,10.71543256,0.260293908,3974287.241,4980863.387,10200000,15,115000000,7683622,4409924.83,10200000,95,113000000,8657143.077,3836863.453,10200000,727,0,0,0,0,520,456,0.138823418,0.121470491,0,796,39.83870968,160.9488732,25904.53978,0,0,0,1,0,0,0,0,0,41.16666667,27.4375,56.85714286,520,0,0,0,0,0,0,16,439,14,796,29200,285,1,32,26631.81818,7460.582321,48089,23498,10200000,36489.14138,10200000,10100000,BENIGN
88,1001,9,6,3130,3042,1550,0,347.7777778,681.6006488,1515,0,507,780.7980533,6165834.166,14985.01499,71.5,190.7002279,730,1,1001,125.125,298.8059272,861,1,916,183.2,307.1460565,730,3,0,0,0,0,204,144,8991.008991,5994.005994,0,1550,385.75,683.8544192,467656.8667,0,0,0,1,0,0,0,0,0,411.4666667,347.7777778,507,204,0,0,0,0,0,0,9,3130,6,3042,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
443,61175491,14,12,792,3890,473,0,56.57142857,133.6037277,1495,0,324.1666667,589.4918973,76.53391781,0.425006805,2447019.64,4377437.945,10200000,38,61200000,4705807,5245394.592,10200000,113,61100000,5553768,5280026.319,10200000,211,0,0,0,0,456,392,0.228849818,0.196156987,0,1495,173.4074074,418.2599725,174941.4046,0,0,0,1,0,0,0,0,0,180.0769231,56.57142857,324.1666667,456,0,0,0,0,0,0,14,792,12,3890,29200,123,3,32,117542.6667,82559.20123,286065,83621,10100000,135356.6426,10200000,9825283,BENIGN
88,982,9,6,3104,3022,1537,0,344.8888889,675.8682276,1505,0,503.6666667,775.6341062,6238289.206,15274.94908,70.14285714,188.6942407,722,1,982,122.75,274.0608639,797,1,883,176.6,307.6967663,722,3,0,0,0,0,204,144,9164.96945,6109.979633,0,1537,382.875,678.7020824,460636.5167,0,0,0,1,0,0,0,0,0,408.4,344.8888889,503.6666667,204,0,0,0,0,0,0,9,3104,6,3022,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
88,1029,9,6,3130,3042,1550,0,347.7777778,681.6006488,1515,0,507,780.7980533,5998056.365,14577.25948,73.5,178.8603882,688,1,1029,128.625,272.3563514,783,1,943,188.6,280.5036542,688,47,0,0,0,0,204,144,8746.355685,5830.90379,0,1550,385.75,683.8544192,467656.8667,0,0,0,1,0,0,0,0,0,411.4666667,347.7777778,507,204,0,0,0,0,0,0,9,3130,6,3042,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
88,973,9,6,3104,3022,1537,0,344.8888889,675.8682276,1505,0,503.6666667,775.6341062,6295991.778,15416.23844,69.5,186.2503485,712,1,973,121.625,258.4558197,758,1,872,174.4,304.3276195,714,3,0,0,0,0,204,144,9249.743063,6166.495375,0,1537,382.875,678.7020824,460636.5167,0,0,0,1,0,0,0,0,0,408.4,344.8888889,503.6666667,204,0,0,0,0,0,0,9,3104,6,3022,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
443,60503052,14,12,737,3275,347,0,52.64285714,103.5757672,1506,0,272.9166667,568.7524559,66.31070446,0.429730388,2420122.08,4321494.063,10000000,57,60500000,4654080.923,5175717.286,10100000,111,60400000,5492652.091,5216353.755,10100000,206,0,0,0,0,292,312,0.231393286,0.198337102,0,1506,148.5925926,393.9046409,155160.8661,0,0,0,1,0,0,0,0,0,154.3076923,52.64285714,272.9166667,292,0,0,0,0,0,0,14,737,12,3275,8192,114,13,20,129679.1667,110789.8659,355813,83627,9954130.833,114953.0124,10000000,9721783,BENIGN
443,60980642,15,13,722,3409,327,0,48.13333333,96.23547509,1528,2,262.2307692,552.5156338,67.74280927,0.459162106,2258542.296,4216367.703,10000000,31,61000000,4355760.143,5135187.545,10100000,219,60900000,5074647.583,5240270.504,10100000,216,0,0,0,0,312,264,0.2459797,0.213182406,0,1528,142.4482759,384.2052638,147613.6847,0,0,0,1,0,0,0,0,0,147.5357143,48.13333333,262.2307692,312,0,0,0,0,0,0,15,722,13,3409,8192,31088,14,20,137438.5,129526.3606,401833,84460,9998936.333,22485.42856,10000000,9953123,BENIGN
443,5195195,8,5,388,3040,207,0,48.5,76.54317176,1521,2,608,806.1268511,659.8404872,2.502312233,432932.9167,1404400.001,4890957,42,5195195,742170.7143,1830155.21,4890957,49,176602,44150.5,49880.27633,89861,237,0,0,0,0,172,104,1.539884451,0.962427782,0,1521,244.8571429,531.1918178,282164.7473,0,0,0,1,0,0,0,0,0,263.6923077,48.5,608,172,0,0,0,0,0,0,8,388,5,3040,8192,30016,7,20,0,0,0,0,0,0,0,0,BENIGN
49548,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,9250000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,40,0,500000,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,30016,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,64630125,32,29,41901,6363,4181,0,1309.40625,1556.712662,1460,0,219.4137931,396.8855104,746.7724997,0.943832307,1077168.75,7736182.966,60000000,1,64600000,2084842.742,10700000,60000000,1,4574647,163380.25,425889.8855,1797264,2,0,0,0,0,652,592,0.495125145,0.448707162,0,4181,778.4516129,1268.953767,1610243.662,0,0,0,1,0,0,0,0,0,791.2131148,1309.40625,219.4137931,652,0,0,0,0,0,0,32,41901,29,6363,8192,513,31,20,0,0,0,0,0,0,0,0,BENIGN
3268,366,4,2,804,144,402,0,201,232.0948082,72,72,72,0,2590163.934,16393.44262,73.2,90.5715187,232,4,366,122,128.1717598,270,48,4,4,0,4,4,1,0,0,0,128,64,10928.96175,5464.480874,0,402,192.8571429,197.8310968,39137.14286,0,1,0,0,1,0,0,0,0,225,201,72,128,0,0,0,0,0,0,4,804,2,144,341,2076,1,32,0,0,0,0,0,0,0,0,BENIGN
389,3256926,12,6,1880,1896,402,0,156.6666667,170.058457,316,316,316,0,1159.375436,5.52668375,191583.8824,778917.9827,3213974,2,3256926,296084.1818,967836.8205,3213974,2,3256610,651322,1456120.212,3256109,4,1,0,0,0,384,192,3.684455834,1.842227917,0,402,212.8947368,153.295247,23499.43275,0,1,0,0,1,0,0,0,0,224.7222222,156.6666667,316,384,0,0,0,0,0,0,12,1880,6,1896,774,2076,5,32,0,0,0,0,0,0,0,0,BENIGN
443,20068893,67,99,212726,36311,23360,0,3175.014925,5311.573186,3989,0,366.7777778,774.2094263,12409.10498,8.271507552,121629.6545,1128398.824,14200000,0,20100000,304074.1364,1776712.841,14200000,4,19700000,200978.2551,1473441.783,14200000,0,0,0,0,0,1352,1992,3.338500036,4.933007516,0,23360,1491.239521,3671.888602,13500000,0,0,0,1,0,0,0,0,1,1500.222892,3175.014925,366.7777778,1352,0,0,0,0,0,0,67,212726,99,36311,8192,5571,66,20,5536745,0,5536745,5536745,14200000,0,14200000,14200000,BENIGN
135,14340214,21,12,1718,1784,168,0,81.80952381,82.69438859,268,0,148.6666667,84.88423489,244.20835,2.301220888,448131.6875,1995474.493,11200000,1,14300000,717010.7,2508760.794,11200000,1,3098448,281677.0909,657964.9144,2005136,4,0,0,0,0,444,264,1.464413293,0.836807596,0,268,103,88.94840179,7911.818182,0,0,0,1,0,0,0,0,0,106.1212121,81.80952381,148.6666667,444,0,0,0,0,0,0,21,1718,12,1784,8192,2050,19,20,0,0,0,0,0,0,0,0,BENIGN
49671,14333395,11,6,2408,2160,968,0,218.9090909,380.1022111,952,0,360,462.1203306,318.6963033,1.186041409,895837.1875,3567394.895,14300000,2,14300000,1433339.5,4511595.244,14300000,2,1019,203.8,305.0519628,736,3,0,0,0,0,244,144,0.767438559,0.41860285,0,968,253.7777778,395.4170629,156354.6536,0,0,0,1,0,0,0,0,0,268.7058824,218.9090909,360,244,0,0,0,0,0,0,11,2408,6,2160,8192,2049,9,20,0,0,0,0,0,0,0,0,BENIGN
135,69,1,2,6,12,6,6,6,0,6,6,6,0,260869.5652,43478.26087,34.5,44.54772721,66,3,0,0,0,0,0,3,3,0,3,3,0,0,0,0,20,40,14492.75362,28985.50725,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,253,2050,0,20,0,0,0,0,0,0,0,0,BENIGN
49194,1,2,0,12,0,6,6,6,0,0,0,0,0,12000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,2050,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
49671,74,1,3,6,18,6,6,6,0,6,6,6,0,324324.3243,54054.05405,24.66666667,38.42308334,69,1,0,0,0,0,0,5,2.5,2.121320344,4,1,0,0,0,0,20,60,13513.51351,40540.54054,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,252,2049,0,20,0,0,0,0,0,0,0,0,BENIGN
8612,10118,22,0,396,0,18,18,18,0,0,0,0,0,39138.1696,2174.342755,481.8095238,2198.535436,10077,1,10118,481.8095238,2198.535436,10077,1,0,0,0,0,0,0,0,0,0,440,0,2174.342755,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,18.81818182,18,0,440,0,0,0,0,0,0,22,396,0,0,-1,-1,21,20,0,0,0,0,0,0,0,0,BENIGN
8610,10130,22,0,396,0,18,18,18,0,0,0,0,0,39091.80652,2171.767029,482.3809524,2197.034603,10071,1,10130,482.3809524,2197.034603,10071,1,0,0,0,0,0,0,0,0,0,440,0,2171.767029,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,18.81818182,18,0,440,0,0,0,0,0,0,22,396,0,0,-1,-1,21,20,0,0,0,0,0,0,0,0,BENIGN
80,115209993,18,15,525,1598,435,0,29.16666667,101.3010946,796,0,106.5333333,279.9269973,18.42722098,0.286433487,3600312.281,4745170.684,10000000,3,115000000,6777058.412,4589434.88,10000000,399,111000000,7956253.714,4276562.435,11000000,612,0,0,0,0,384,444,0.156236447,0.130197039,0,796,62.44117647,200.3383791,40135.46613,0,0,0,1,0,0,0,0,0,64.33333333,29.16666667,106.5333333,384,0,0,0,0,0,0,18,525,15,1598,8192,288,16,20,138620.4545,307205.4219,1037468,23469,9987533,63841.15615,10000000,9795068,BENIGN
80,115210331,18,15,525,1598,435,0,29.16666667,101.3010946,796,0,106.5333333,279.9269973,18.42716692,0.286432646,3600322.844,4745304.071,10000000,72,115000000,6777078.294,4589510.516,10000000,225,111000000,7956271.571,4276664.391,11000000,1250,0,0,0,0,384,444,0.156235989,0.130196657,0,796,62.44117647,200.3383791,40135.46613,0,0,0,1,0,0,0,0,0,64.33333333,29.16666667,106.5333333,384,0,0,0,0,0,0,18,525,15,1598,8192,288,16,20,138452.9091,307234.6396,1037475,23426,9987721,63656.0625,10000000,9795816,BENIGN
443,61233391,15,13,986,3440,590,0,65.73333333,156.1077772,1615,2,264.6153846,569.3920059,72.28082469,0.457266853,2267903.37,4213382.93,10000000,63,61200000,4373813.643,5122226.103,10100000,168,61100000,5095772.083,5220724.145,10100000,214,0,0,0,0,312,264,0.244964386,0.212302467,0,1615,152.6206897,402.2815657,161830.4581,0,0,0,1,0,0,0,0,0,158.0714286,65.73333333,264.6153846,312,0,0,0,0,0,0,15,986,13,3440,8192,31270,14,20,129739.8333,112123.7059,358611,83653,10000000,16374.15236,10000000,9968769,BENIGN
443,88,1,1,6,6,6,6,6,0,6,6,6,0,136363.6364,22727.27273,88,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,11363.63636,11363.63636,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,63919,31270,0,20,0,0,0,0,0,0,0,0,BENIGN
5353,96003631,66,0,2728,0,45,37,41.33333333,3.755338081,0,0,0,0,28.41559191,0.687473998,1476978.938,8533165.036,64000000,1,96000000,1476978.938,8533165.036,64000000,1,0,0,0,0,0,0,0,0,0,1540,0,0.687473998,0,37,45,41.3880597,3.753605232,14.08955224,0,0,0,0,0,0,0,0,0,42.01515152,41.33333333,0,1540,0,0,0,0,0,0,66,2728,0,0,-1,-1,65,20,2837527.5,4012848.661,5675040,15,45200000,26600000,64000000,26300000,BENIGN
80,55145927,7,6,42,0,6,6,6,0,0,0,0,0,0.761615631,0.235738172,4595493.917,4933341.896,10000000,98349,55100000,9190987.833,2240382.448,10100000,4617844,50500000,10100000,6859.552741,10100000,10100000,0,0,0,0,140,192,0.126935939,0.108802233,0,6,3.428571429,3.081315546,9.494505495,0,0,0,0,1,0,0,0,0,3.692307692,6,0,140,0,0,0,0,0,0,7,42,6,0,253,980,6,20,99061,806.6129803,100397,98349,10000000,6702.521041,10000000,9994638,BENIGN
139,81051,49,30,2488,3188,194,0,50.7755102,65.99850545,440,0,106.2666667,130.7039121,70029.98112,974.6949452,1039.115385,5011.014738,41672,1,81051,1688.5625,7155.4158,47957,1,80892,2789.37931,9879.76158,52818,1,0,0,0,0,1592,976,604.5576242,370.1373209,0,440,70.95,98.52685813,9707.541772,0,0,0,1,0,0,0,0,0,71.84810127,50.7755102,106.2666667,1592,0,0,0,0,0,0,49,2488,30,3188,65535,269,22,32,0,0,0,0,0,0,0,0,BENIGN
139,59882,3,3,0,0,0,0,0,0,0,0,0,0,0,100.1970542,11976.4,18494.60495,42091,3,42170,21085,29814.45032,42167,3,17791,8895.5,12574.47989,17787,4,0,0,0,0,96,96,50.0985271,50.0985271,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,96,0,0,0,0,0,0,3,0,3,0,65535,269,0,32,0,0,0,0,0,0,0,0,BENIGN
443,108515584,14,9,980,6515,311,0,70,114.0802686,1460,0,723.8888889,589.1870341,69.06842062,0.211951124,4932526.545,23000000,108000000,14,109000000,8347352.615,29900000,108000000,48,527593,65949.125,131717.4939,381443,48,0,0,0,0,292,192,0.129013728,0.082937396,0,1460,312.2916667,484.1140253,234366.3895,0,0,0,1,0,0,0,0,0,325.8695652,70,723.8888889,292,0,0,0,0,0,0,14,980,9,6515,65535,1013,13,20,0,0,0,0,0,0,0,0,BENIGN
49512,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,12300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,1013,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,5287852,32,59,146407,6654,23360,0,4575.21875,5577.708489,1477,0,112.779661,357.5396804,28945.77987,17.20925623,58753.91111,466170.0925,4426396,0,5287852,170575.871,790972.3061,4426396,45,773790,13341.2069,28378.34489,102947,0,0,0,0,0,652,1192,6.051606588,11.15764965,0,23360,1663.706522,3905.189704,15300000,0,0,0,1,0,0,0,0,1,1681.989011,4575.21875,112.779661,652,0,0,0,0,0,0,32,146407,59,6654,8192,256,31,20,0,0,0,0,0,0,0,0,BENIGN
88,1137,9,6,3130,3124,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5500439.754,13192.61214,81.21428571,225.5404376,862,1,1137,142.125,325.8967573,945,1,1046,209.2,368.3391101,862,4,0,0,0,0,304,208,7915.567282,5277.044855,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0,0,0,0,0,0,0,0,BENIGN
80,82832,5,4,1596,208,1238,0,319.2,534.5532714,196,0,52,96.04165763,21779.0226,108.6536604,10354,19085.27937,44085,46,82832,20708,23987.90927,44431,46,44491,14830.33333,25457.53767,44226,47,0,0,0,0,112,92,60.36314468,48.29051574,0,1238,180.4,389.5122876,151719.8222,0,0,0,1,0,0,0,0,0,200.4444444,319.2,52,112,0,0,0,0,0,0,5,1596,4,208,8192,1024,4,20,0,0,0,0,0,0,0,0,BENIGN
